scooter_id,timestamp,lat,lon,battery,ride_status
SCOOTER_006,2023-01-02T07:14:15,48.89534,2.363354,83.46,start
SCOOTER_026,2023-01-02T07:14:30,48.897988,2.352727,25.11,stop
SCOOTER_013,2023-01-02T07:14:45,48.856244,2.349357,57.85,start
SCOOTER_009,2023-01-02T07:15:00,48.871668,2.345371,19.98,idle
SCOOTER_024,2023-01-02T07:15:15,48.865292,2.369442,41.03,idle
SCOOTER_034,2023-01-02T07:15:30,48.889661,2.36138,24.46,start
SCOOTER_029,2023-01-02T07:15:45,48.861466,2.365958,72.97,start
SCOOTER_017,2023-01-02T07:16:00,48.864734,2.373136,91.81,stop
SCOOTER_038,2023-01-02T07:16:15,48.856304,2.346678,65.32,idle
SCOOTER_018,2023-01-02T07:16:30,48.896565,2.372459,94.19,start
SCOOTER_041,2023-01-02T07:16:45,48.853809,2.380642,76.91,start
SCOOTER_047,2023-01-02T07:17:00,48.87314,2.386816,67.69,stop
SCOOTER_011,2023-01-02T07:17:15,48.858777,2.344475,10.2,idle
SCOOTER_010,2023-01-02T07:17:30,48.874747,2.341462,94.89,start
SCOOTER_016,2023-01-02T07:17:45,48.860613,2.384599,55.62,stop
SCOOTER_044,2023-01-02T07:18:00,48.883835,2.364727,81.72,stop
SCOOTER_045,2023-01-02T07:18:15,48.864341,2.385667,81.1,start
SCOOTER_019,2023-01-02T07:18:30,48.872104,2.343436,15.68,stop
SCOOTER_041,2023-01-02T07:18:45,48.858376,2.341711,37.32,idle
SCOOTER_015,2023-01-02T07:19:00,48.867527,2.379817,24.24,start
SCOOTER_001,2023-01-02T07:19:15,48.888227,2.356227,76.33,stop
SCOOTER_048,2023-01-02T07:19:30,48.887955,2.373869,15.39,start
SCOOTER_002,2023-01-02T07:19:45,48.880628,2.347568,27.04,start
SCOOTER_042,2023-01-02T07:20:00,48.879652,2.355719,86.5,idle
SCOOTER_031,2023-01-02T07:20:15,48.870875,2.380828,67.65,idle
SCOOTER_041,2023-01-02T07:20:30,48.884895,2.350484,57.76,idle
SCOOTER_009,2023-01-02T07:20:45,48.87555,2.370277,50.47,stop
SCOOTER_015,2023-01-02T07:21:00,48.888197,2.369899,30.92,stop
SCOOTER_014,2023-01-02T07:21:15,48.881786,2.36474,39.63,idle
SCOOTER_004,2023-01-02T07:21:30,48.896042,2.340346,69.99,stop
SCOOTER_038,2023-01-02T07:21:45,48.891311,2.366147,92.26,idle
SCOOTER_013,2023-01-02T07:22:00,48.864483,2.368237,79.65,stop
SCOOTER_042,2023-01-02T07:22:15,48.893633,2.34022,51.95,stop
SCOOTER_039,2023-01-02T07:22:30,48.897076,2.35008,26.19,idle
SCOOTER_050,2023-01-02T07:22:45,48.86448,2.380556,42.97,stop
SCOOTER_048,2023-01-02T07:23:00,48.879909,2.3505,20.96,start
SCOOTER_008,2023-01-02T07:23:15,48.893897,2.353269,22.88,stop
SCOOTER_019,2023-01-02T07:23:30,48.859005,2.348003,78.86,stop
SCOOTER_002,2023-01-02T07:23:45,48.897197,2.375454,38.07,stop
SCOOTER_041,2023-01-02T07:24:00,48.860087,2.364036,46.94,start
SCOOTER_046,2023-01-02T07:24:15,48.893924,2.372277,37.72,stop
SCOOTER_050,2023-01-02T07:24:30,48.865338,2.367882,23.09,stop
SCOOTER_001,2023-01-02T07:24:45,48.859712,2.356876,46.85,start
SCOOTER_046,2023-01-02T07:25:00,48.858687,2.346798,93.76,stop
SCOOTER_045,2023-01-02T07:25:15,48.855562,2.369127,65.89,start
SCOOTER_014,2023-01-02T07:25:30,48.860096,2.364829,18.74,start
SCOOTER_021,2023-01-02T07:25:45,48.859091,2.358838,53.19,start
SCOOTER_033,2023-01-02T07:26:00,48.864095,2.38729,68.7,idle
SCOOTER_042,2023-01-02T07:26:15,48.867091,2.389678,12.18,start
SCOOTER_034,2023-01-02T07:26:30,48.852812,2.367037,61.58,idle
SCOOTER_006,2023-01-02T07:26:45,48.898254,2.357737,57.09,stop
SCOOTER_003,2023-01-02T07:27:00,48.897151,2.351599,21.91,stop
SCOOTER_034,2023-01-02T07:27:15,48.880996,2.347794,69.27,stop
SCOOTER_033,2023-01-02T07:27:30,48.85215,2.366806,52.85,start
SCOOTER_029,2023-01-02T07:27:45,48.850068,2.34797,50.43,stop
SCOOTER_029,2023-01-02T07:28:00,48.892818,2.351116,86.93,start
SCOOTER_027,2023-01-02T07:28:15,48.865612,2.349879,97.49,stop
SCOOTER_004,2023-01-02T07:28:30,48.89661,2.380896,36.33,stop
SCOOTER_008,2023-01-02T07:28:45,48.864323,2.360765,33.5,idle
SCOOTER_039,2023-01-02T07:29:00,48.894737,2.35851,26.77,idle
SCOOTER_050,2023-01-02T07:29:15,48.882349,2.344324,70.85,stop
SCOOTER_005,2023-01-02T07:29:30,48.88412,2.389232,26.35,start
SCOOTER_050,2023-01-02T07:29:45,48.872954,2.36686,68.55,start
SCOOTER_008,2023-01-02T07:30:00,48.895263,2.381628,32.53,idle
SCOOTER_020,2023-01-02T07:30:15,48.880662,2.347217,11.67,stop
SCOOTER_006,2023-01-02T07:30:30,48.892592,2.366052,79.72,start
SCOOTER_047,2023-01-02T07:30:45,48.893857,2.364708,84.12,stop
SCOOTER_005,2023-01-02T07:31:00,48.895462,2.34368,60.56,idle
SCOOTER_024,2023-01-02T07:31:15,48.884793,2.360819,49.08,start
SCOOTER_017,2023-01-02T07:31:30,48.865432,2.34265,67.07,start
SCOOTER_044,2023-01-02T07:31:45,48.896515,2.375287,60.69,start
SCOOTER_038,2023-01-02T07:32:00,48.883511,2.359151,72.18,stop
SCOOTER_030,2023-01-02T07:32:15,48.899433,2.353553,97.27,start
SCOOTER_040,2023-01-02T07:32:30,48.877761,2.367702,89.38,start
SCOOTER_039,2023-01-02T07:32:45,48.89336,2.346936,35.61,idle
SCOOTER_038,2023-01-02T07:33:00,48.864158,2.372404,72.86,idle
SCOOTER_047,2023-01-02T07:33:15,48.86503,2.340418,47.39,start
SCOOTER_028,2023-01-02T07:33:30,48.852113,2.38168,66.92,idle
SCOOTER_017,2023-01-02T07:33:45,48.898151,2.37063,13.17,start
SCOOTER_014,2023-01-02T07:34:00,48.87324,2.366696,41.42,idle
SCOOTER_039,2023-01-02T07:34:15,48.860943,2.364608,16.45,idle
SCOOTER_007,2023-01-02T07:34:30,48.875022,2.352065,54.66,start
SCOOTER_050,2023-01-02T07:34:45,48.878148,2.353122,34.21,stop
SCOOTER_029,2023-01-02T07:35:00,48.851331,2.36392,19.86,start
SCOOTER_016,2023-01-02T07:35:15,48.890009,2.378625,68.93,start
SCOOTER_003,2023-01-02T07:35:30,48.872523,2.372636,27.36,start
SCOOTER_034,2023-01-02T07:35:45,48.874529,2.342681,89.62,idle
SCOOTER_041,2023-01-02T07:36:00,48.882124,2.386085,88.3,start
SCOOTER_045,2023-01-02T07:36:15,48.873174,2.379086,63.39,start
SCOOTER_032,2023-01-02T07:36:30,48.887363,2.360058,71.52,idle
SCOOTER_043,2023-01-02T07:36:45,48.883117,2.36514,83.37,idle
SCOOTER_014,2023-01-02T07:37:00,48.871763,2.386751,69.59,start
SCOOTER_029,2023-01-02T07:37:15,48.884891,2.346521,68.98,start
SCOOTER_005,2023-01-02T07:37:30,48.879364,2.347954,20.39,stop
SCOOTER_002,2023-01-02T07:37:45,48.871482,2.349721,58.55,stop
SCOOTER_034,2023-01-02T07:38:00,48.858176,2.347356,76.95,start
SCOOTER_013,2023-01-02T07:38:15,48.8856,2.368748,28.88,start
SCOOTER_016,2023-01-02T07:38:30,48.860855,2.341803,95.46,idle
SCOOTER_005,2023-01-02T07:38:45,48.879889,2.37337,34.42,idle
SCOOTER_024,2023-01-02T07:39:00,48.862205,2.354496,60.18,idle
SCOOTER_013,2023-01-02T07:39:15,48.861695,2.348006,36.81,idle
SCOOTER_026,2023-01-02T07:39:30,48.853157,2.369359,33.43,stop
SCOOTER_045,2023-01-02T07:39:45,48.8575,2.373957,72.56,idle
SCOOTER_006,2023-01-02T07:40:00,48.891879,2.380302,19.7,start
SCOOTER_006,2023-01-02T07:40:15,48.887506,2.356558,69.61,stop
SCOOTER_019,2023-01-02T07:40:30,48.857897,2.352226,24.95,start
SCOOTER_017,2023-01-02T07:40:45,48.855316,2.386568,86.49,idle
SCOOTER_017,2023-01-02T07:41:00,48.858576,2.35295,35.98,start
SCOOTER_035,2023-01-02T07:41:15,48.881989,2.376693,90.96,stop
SCOOTER_004,2023-01-02T07:41:30,48.872358,2.370877,20.92,stop
SCOOTER_003,2023-01-02T07:41:45,48.885616,2.381103,37.62,start
SCOOTER_041,2023-01-02T07:42:00,48.855369,2.376904,89.35,idle
SCOOTER_043,2023-01-02T07:42:15,48.882869,2.375236,69.38,stop
SCOOTER_047,2023-01-02T07:42:30,48.880615,2.356314,14.54,start
SCOOTER_012,2023-01-02T07:42:45,48.888013,2.352772,86.27,idle
SCOOTER_016,2023-01-02T07:43:00,48.879329,2.367612,20.08,start
SCOOTER_003,2023-01-02T07:43:15,48.85337,2.340213,31.35,idle
SCOOTER_035,2023-01-02T07:43:30,48.862465,2.351863,95.4,start
SCOOTER_028,2023-01-02T07:43:45,48.852605,2.373883,66.28,idle
SCOOTER_004,2023-01-02T07:44:00,48.861113,2.377766,24.23,stop
SCOOTER_013,2023-01-02T07:44:15,48.876094,2.36856,41.23,start
SCOOTER_048,2023-01-02T07:44:30,48.863297,2.375863,13.65,idle
SCOOTER_022,2023-01-02T07:44:45,48.891856,2.34229,55.31,start
SCOOTER_005,2023-01-02T07:45:00,48.886994,2.387128,47.45,idle
SCOOTER_035,2023-01-02T07:45:15,48.884132,2.341779,65.52,start
SCOOTER_001,2023-01-02T07:45:30,48.856687,2.347091,13.4,start
SCOOTER_019,2023-01-02T07:45:45,48.857329,2.384763,96.75,idle
SCOOTER_045,2023-01-02T07:46:00,48.89952,2.347574,73.5,idle
SCOOTER_004,2023-01-02T07:46:15,48.87286,2.359518,35.46,start
SCOOTER_015,2023-01-02T07:46:30,48.854457,2.358925,57.6,idle
SCOOTER_010,2023-01-02T07:46:45,48.885595,2.369542,65.74,start
SCOOTER_033,2023-01-02T07:47:00,48.899791,2.364322,70.41,start
SCOOTER_013,2023-01-02T07:47:15,48.885147,2.383448,89.78,idle
SCOOTER_013,2023-01-02T07:47:30,48.865093,2.372615,42.79,idle
SCOOTER_013,2023-01-02T07:47:45,48.874728,2.35531,95.53,idle
SCOOTER_017,2023-01-02T07:48:00,48.874644,2.387217,58.43,start
SCOOTER_015,2023-01-02T07:48:15,48.870361,2.371351,75.42,stop
SCOOTER_002,2023-01-02T07:48:30,48.85928,2.38014,14.79,start
SCOOTER_033,2023-01-02T07:48:45,48.868269,2.360424,50.47,start
SCOOTER_018,2023-01-02T07:49:00,48.895579,2.370484,59.33,stop
SCOOTER_011,2023-01-02T07:49:15,48.891442,2.361662,33.81,idle
SCOOTER_043,2023-01-02T07:49:30,48.854108,2.356838,15.82,start
SCOOTER_019,2023-01-02T07:49:45,48.880507,2.371276,42.7,start
SCOOTER_026,2023-01-02T07:50:00,48.865664,2.35247,94.06,idle
SCOOTER_035,2023-01-02T07:50:15,48.870289,2.385905,79.36,stop
SCOOTER_038,2023-01-02T07:50:30,48.866729,2.357113,51.15,start
SCOOTER_050,2023-01-02T07:50:45,48.870826,2.343995,19.2,start
SCOOTER_005,2023-01-02T07:51:00,48.897005,2.358666,26.23,stop
SCOOTER_021,2023-01-02T07:51:15,48.851348,2.347581,83.74,idle
SCOOTER_013,2023-01-02T07:51:30,48.883502,2.38275,67.28,stop
SCOOTER_018,2023-01-02T07:51:45,48.860919,2.346098,77.26,stop
SCOOTER_033,2023-01-02T07:52:00,48.857541,2.383252,17.13,idle
SCOOTER_050,2023-01-02T07:52:15,48.853588,2.358508,75.02,idle
SCOOTER_025,2023-01-02T07:52:30,48.871931,2.380329,45.36,stop
SCOOTER_012,2023-01-02T07:52:45,48.86644,2.350594,14.11,start
SCOOTER_033,2023-01-02T07:53:00,48.890207,2.370272,94.1,stop
SCOOTER_007,2023-01-02T07:53:15,48.863426,2.345526,72.66,start
SCOOTER_044,2023-01-02T07:53:30,48.894893,2.343484,22.68,stop
SCOOTER_011,2023-01-02T07:53:45,48.89143,2.361716,84.32,stop
SCOOTER_005,2023-01-02T07:54:00,48.893604,2.363373,22.56,idle
SCOOTER_014,2023-01-02T07:54:15,48.868978,2.351463,24.86,stop
SCOOTER_003,2023-01-02T07:54:30,48.892822,2.372445,13.3,idle
SCOOTER_022,2023-01-02T07:54:45,48.895846,2.349039,26.61,start
SCOOTER_025,2023-01-02T07:55:00,48.854711,2.381716,91.03,idle
SCOOTER_036,2023-01-02T07:55:15,48.876067,2.361734,25.14,stop
SCOOTER_025,2023-01-02T07:55:30,48.863536,2.348233,99.29,idle
SCOOTER_026,2023-01-02T07:55:45,48.860408,2.346841,79.82,idle
SCOOTER_006,2023-01-02T07:56:00,48.880695,2.345769,10.06,stop
SCOOTER_010,2023-01-02T07:56:15,48.887092,2.355167,39.28,idle
SCOOTER_034,2023-01-02T07:56:30,48.87432,2.363798,95.64,start
SCOOTER_024,2023-01-02T07:56:45,48.852928,2.359121,65.86,idle
SCOOTER_037,2023-01-02T07:57:00,48.855761,2.34685,41.0,idle
SCOOTER_047,2023-01-02T07:57:15,48.850578,2.348236,76.0,idle
SCOOTER_026,2023-01-02T07:57:30,48.890401,2.374372,49.13,idle
SCOOTER_045,2023-01-02T07:57:45,48.887481,2.360022,17.3,start
SCOOTER_042,2023-01-02T07:58:00,48.876153,2.373765,96.68,stop
SCOOTER_038,2023-01-02T07:58:15,48.875178,2.340002,29.03,idle
SCOOTER_011,2023-01-02T07:58:30,48.881167,2.377085,70.65,idle
SCOOTER_012,2023-01-02T07:58:45,48.853086,2.378432,12.2,start
SCOOTER_040,2023-01-02T07:59:00,48.862892,2.347295,96.55,idle
SCOOTER_049,2023-01-02T07:59:15,48.867161,2.360394,86.48,idle
SCOOTER_041,2023-01-02T07:59:30,48.853839,2.367899,76.2,stop
SCOOTER_015,2023-01-02T07:59:45,48.851302,2.388044,23.39,stop
SCOOTER_050,2023-01-02T08:00:00,48.853356,2.376908,56.78,start
SCOOTER_020,2023-01-02T08:00:15,48.873725,2.340097,82.07,stop
SCOOTER_047,2023-01-02T08:00:30,48.864469,2.375406,55.61,idle
SCOOTER_027,2023-01-02T08:00:45,48.859057,2.384415,61.7,idle
SCOOTER_033,2023-01-02T08:01:00,48.893445,2.34831,10.03,idle
SCOOTER_043,2023-01-02T08:01:15,48.866194,2.38668,80.14,start
SCOOTER_034,2023-01-02T08:01:30,48.852701,2.373047,53.63,stop
SCOOTER_047,2023-01-02T08:01:45,48.896985,2.34259,58.53,start
SCOOTER_032,2023-01-02T08:02:00,48.855162,2.368581,67.83,start
SCOOTER_031,2023-01-02T08:02:15,48.855576,2.381143,28.72,idle
SCOOTER_006,2023-01-02T08:02:30,48.896866,2.342277,52.76,stop
SCOOTER_048,2023-01-02T08:02:45,48.865908,2.352797,51.07,idle
SCOOTER_010,2023-01-02T08:03:00,48.890675,2.384649,83.47,stop
SCOOTER_030,2023-01-02T08:03:15,48.883148,2.342504,75.41,stop
SCOOTER_043,2023-01-02T08:03:30,48.86412,2.372805,92.3,idle
SCOOTER_042,2023-01-02T08:03:45,48.875453,2.345518,26.85,idle
SCOOTER_012,2023-01-02T08:04:00,48.852988,2.353177,32.3,start
SCOOTER_034,2023-01-02T08:04:15,48.897352,2.344832,63.76,stop
SCOOTER_001,2023-01-02T08:04:30,48.855137,2.376773,77.4,start
SCOOTER_036,2023-01-02T08:04:45,48.869828,2.348486,64.22,start
SCOOTER_016,2023-01-02T08:05:00,48.892293,2.372632,60.35,start
SCOOTER_014,2023-01-02T08:05:15,48.86402,2.355919,15.34,idle
SCOOTER_034,2023-01-02T08:05:30,48.883087,2.353626,87.67,stop
SCOOTER_031,2023-01-02T08:05:45,48.888938,2.348598,86.7,stop
SCOOTER_047,2023-01-02T08:06:00,48.898232,2.369267,93.04,start
SCOOTER_034,2023-01-02T08:06:15,48.865688,2.360744,59.83,idle
SCOOTER_017,2023-01-02T08:06:30,48.882632,2.347753,48.76,start
SCOOTER_048,2023-01-02T08:06:45,48.886082,2.351172,10.35,start
SCOOTER_045,2023-01-02T08:07:00,48.850912,2.357395,36.93,stop
SCOOTER_021,2023-01-02T08:07:15,48.868414,2.365179,14.48,start
SCOOTER_044,2023-01-02T08:07:30,48.879382,2.379205,34.78,stop
SCOOTER_049,2023-01-02T08:07:45,48.873545,2.35737,59.9,start
SCOOTER_007,2023-01-02T08:08:00,48.870372,2.361634,38.72,idle
SCOOTER_032,2023-01-02T08:08:15,48.863117,2.354695,55.91,stop
SCOOTER_002,2023-01-02T08:08:30,48.874198,2.348149,23.05,start
SCOOTER_045,2023-01-02T08:08:45,48.857989,2.343549,28.8,start
SCOOTER_001,2023-01-02T08:09:00,48.871269,2.341962,18.76,start
SCOOTER_033,2023-01-02T08:09:15,48.891758,2.351917,65.64,idle
SCOOTER_013,2023-01-02T08:09:30,48.868309,2.351534,26.69,start
SCOOTER_016,2023-01-02T08:09:45,48.879264,2.36925,20.22,start
SCOOTER_034,2023-01-02T08:10:00,48.852937,2.346563,13.34,idle
SCOOTER_040,2023-01-02T08:10:15,48.887052,2.378346,43.13,stop
SCOOTER_011,2023-01-02T08:10:30,48.889873,2.385644,85.92,start
SCOOTER_040,2023-01-02T08:10:45,48.854297,2.370788,60.96,stop
SCOOTER_016,2023-01-02T08:11:00,48.878318,2.37019,77.25,idle
SCOOTER_012,2023-01-02T08:11:15,48.860006,2.353561,91.41,stop
SCOOTER_010,2023-01-02T08:11:30,48.856599,2.351553,11.36,idle
SCOOTER_022,2023-01-02T08:11:45,48.890881,2.360159,98.61,stop
SCOOTER_015,2023-01-02T08:12:00,48.858045,2.347164,27.27,start
SCOOTER_018,2023-01-02T08:12:15,48.882539,2.353734,72.75,idle
SCOOTER_032,2023-01-02T08:12:30,48.873195,2.365273,39.3,stop
SCOOTER_009,2023-01-02T08:12:45,48.877962,2.353663,92.21,idle
SCOOTER_005,2023-01-02T08:13:00,48.893589,2.368384,42.69,stop
SCOOTER_026,2023-01-02T08:13:15,48.864879,2.35647,12.21,stop
SCOOTER_041,2023-01-02T08:13:30,48.852764,2.370731,10.3,stop
SCOOTER_050,2023-01-02T08:13:45,48.882352,2.344767,41.0,start
SCOOTER_046,2023-01-02T08:14:00,48.880454,2.349408,13.9,start
SCOOTER_028,2023-01-02T08:14:15,48.862665,2.350538,18.57,idle
SCOOTER_008,2023-01-02T08:14:30,48.887501,2.343621,85.2,start
SCOOTER_040,2023-01-02T08:14:45,48.863851,2.359653,29.06,start
SCOOTER_047,2023-01-02T08:15:00,48.871139,2.389902,19.63,start
SCOOTER_012,2023-01-02T08:15:15,48.879295,2.386741,59.6,start
SCOOTER_030,2023-01-02T08:15:30,48.852919,2.352965,37.8,idle
SCOOTER_002,2023-01-02T08:15:45,48.860499,2.383626,44.35,start
SCOOTER_004,2023-01-02T08:16:00,48.898065,2.347334,73.98,stop
SCOOTER_047,2023-01-02T08:16:15,48.853335,2.364615,39.92,idle
SCOOTER_027,2023-01-02T08:16:30,48.893319,2.3884,60.72,start
SCOOTER_021,2023-01-02T08:16:45,48.881761,2.346175,36.67,start
SCOOTER_030,2023-01-02T08:17:00,48.891816,2.359352,58.97,idle
SCOOTER_048,2023-01-02T08:17:15,48.871217,2.365638,42.04,start
SCOOTER_003,2023-01-02T08:17:30,48.875466,2.380647,97.42,stop
SCOOTER_036,2023-01-02T08:17:45,48.854821,2.387976,24.9,idle
SCOOTER_005,2023-01-02T08:18:00,48.868306,2.359449,14.73,stop
SCOOTER_046,2023-01-02T08:18:15,48.887845,2.361268,95.72,stop
SCOOTER_014,2023-01-02T08:18:30,48.862521,2.353952,99.72,idle
SCOOTER_019,2023-01-02T08:18:45,48.884115,2.354262,90.16,stop
SCOOTER_009,2023-01-02T08:19:00,48.859259,2.376465,25.23,start
SCOOTER_035,2023-01-02T08:19:15,48.892312,2.367923,66.7,stop
SCOOTER_013,2023-01-02T08:19:30,48.860922,2.35327,31.61,start
SCOOTER_042,2023-01-02T08:19:45,48.88814,2.359402,87.26,start
SCOOTER_036,2023-01-02T08:20:00,48.893014,2.388648,51.38,idle
SCOOTER_036,2023-01-02T08:20:15,48.869388,2.355425,50.02,idle
SCOOTER_015,2023-01-02T08:20:30,48.889361,2.36785,94.03,idle
SCOOTER_005,2023-01-02T08:20:45,48.881397,2.371858,36.22,stop
SCOOTER_011,2023-01-02T08:21:00,48.876992,2.378238,27.93,stop
SCOOTER_011,2023-01-02T08:21:15,48.894404,2.376982,79.32,stop
SCOOTER_035,2023-01-02T08:21:30,48.851142,2.344915,28.83,start
SCOOTER_004,2023-01-02T08:21:45,48.853486,2.348913,56.07,stop
SCOOTER_004,2023-01-02T08:22:00,48.876951,2.35029,12.4,start
SCOOTER_043,2023-01-02T08:22:15,48.868791,2.352694,33.91,stop
SCOOTER_045,2023-01-02T08:22:30,48.86919,2.362289,40.46,start
SCOOTER_038,2023-01-02T08:22:45,48.883213,2.348532,49.92,start
SCOOTER_009,2023-01-02T08:23:00,48.874302,2.377963,61.99,stop
SCOOTER_034,2023-01-02T08:23:15,48.897417,2.377311,30.5,idle
SCOOTER_034,2023-01-02T08:23:30,48.870948,2.381355,88.85,start
SCOOTER_039,2023-01-02T08:23:45,48.850147,2.37792,76.81,start
SCOOTER_029,2023-01-02T08:24:00,48.887625,2.346172,54.36,start
SCOOTER_015,2023-01-02T08:24:15,48.883614,2.374172,20.61,idle
SCOOTER_026,2023-01-02T08:24:30,48.891961,2.369798,14.48,idle
SCOOTER_010,2023-01-02T08:24:45,48.864443,2.366849,70.71,start
SCOOTER_030,2023-01-02T08:25:00,48.858163,2.365384,22.14,idle
SCOOTER_029,2023-01-02T08:25:15,48.879421,2.367611,76.39,start
SCOOTER_037,2023-01-02T08:25:30,48.889587,2.370936,39.96,start
SCOOTER_021,2023-01-02T08:25:45,48.889811,2.352365,67.09,idle
SCOOTER_033,2023-01-02T08:26:00,48.891346,2.349219,24.6,start
SCOOTER_045,2023-01-02T08:26:15,48.854374,2.340657,30.85,stop
SCOOTER_014,2023-01-02T08:26:30,48.87937,2.376511,26.99,idle
SCOOTER_015,2023-01-02T08:26:45,48.888452,2.375065,24.54,idle
SCOOTER_014,2023-01-02T08:27:00,48.851347,2.376119,58.98,idle
SCOOTER_013,2023-01-02T08:27:15,48.863532,2.367552,41.63,start
SCOOTER_042,2023-01-02T08:27:30,48.862771,2.375928,21.04,stop
SCOOTER_050,2023-01-02T08:27:45,48.879304,2.380814,40.98,start
SCOOTER_029,2023-01-02T08:28:00,48.897707,2.345102,62.16,idle
SCOOTER_038,2023-01-02T08:28:15,48.88652,2.376864,64.06,stop
SCOOTER_039,2023-01-02T08:28:30,48.882193,2.365779,58.47,stop
SCOOTER_024,2023-01-02T08:28:45,48.862136,2.348756,74.05,start
SCOOTER_001,2023-01-02T08:29:00,48.891863,2.367397,53.73,idle
SCOOTER_002,2023-01-02T08:29:15,48.888086,2.377653,74.34,idle
SCOOTER_004,2023-01-02T08:29:30,48.863708,2.382536,88.75,start
SCOOTER_032,2023-01-02T08:29:45,48.87179,2.358846,76.51,idle
SCOOTER_036,2023-01-02T08:30:00,48.88446,2.348516,56.98,start
SCOOTER_020,2023-01-02T08:30:15,48.894776,2.347824,12.55,idle
SCOOTER_038,2023-01-02T08:30:30,48.889098,2.37942,79.93,stop
SCOOTER_049,2023-01-02T08:30:45,48.888402,2.379917,48.17,stop
SCOOTER_010,2023-01-02T08:31:00,48.850934,2.354398,17.09,stop
SCOOTER_025,2023-01-02T08:31:15,48.85767,2.375803,22.13,stop
SCOOTER_004,2023-01-02T08:31:30,48.868034,2.38353,31.72,idle
SCOOTER_020,2023-01-02T08:31:45,48.889056,2.367628,56.79,start
SCOOTER_047,2023-01-02T08:32:00,48.853216,2.349112,88.51,stop
SCOOTER_025,2023-01-02T08:32:15,48.868262,2.347667,11.63,stop
SCOOTER_007,2023-01-02T08:32:30,48.882668,2.351698,36.53,idle
SCOOTER_042,2023-01-02T08:32:45,48.884313,2.387624,13.69,start
SCOOTER_043,2023-01-02T08:33:00,48.850747,2.359066,43.27,idle
SCOOTER_011,2023-01-02T08:33:15,48.855469,2.381074,21.54,start
SCOOTER_009,2023-01-02T08:33:30,48.861401,2.372993,57.74,stop
SCOOTER_049,2023-01-02T08:33:45,48.856112,2.345657,94.69,idle
SCOOTER_036,2023-01-02T08:34:00,48.866271,2.356724,67.2,start
SCOOTER_009,2023-01-02T08:34:15,48.895206,2.3537,28.63,stop
SCOOTER_001,2023-01-02T08:34:30,48.867691,2.361176,17.35,start
SCOOTER_032,2023-01-02T08:34:45,48.8817,2.368232,39.0,idle
SCOOTER_050,2023-01-02T08:35:00,48.856752,2.377111,82.8,stop
SCOOTER_025,2023-01-02T08:35:15,48.88333,2.346569,96.29,stop
SCOOTER_002,2023-01-02T08:35:30,48.896067,2.38723,32.05,stop
SCOOTER_035,2023-01-02T08:35:45,48.876673,2.351439,16.06,stop
SCOOTER_009,2023-01-02T08:36:00,48.897889,2.362246,25.32,start
SCOOTER_011,2023-01-02T08:36:15,48.871948,2.359736,26.19,start
SCOOTER_038,2023-01-02T08:36:30,48.863906,2.363394,49.18,stop
SCOOTER_018,2023-01-02T08:36:45,48.852579,2.346298,27.84,start
SCOOTER_013,2023-01-02T08:37:00,48.852164,2.370067,75.85,stop
SCOOTER_033,2023-01-02T08:37:15,48.860429,2.363969,44.02,stop
SCOOTER_001,2023-01-02T08:37:30,48.869631,2.380008,11.12,stop
SCOOTER_041,2023-01-02T08:37:45,48.861232,2.364128,24.86,idle
SCOOTER_005,2023-01-02T08:38:00,48.894169,2.383573,80.68,stop
SCOOTER_039,2023-01-02T08:38:15,48.896395,2.351292,56.16,start
SCOOTER_007,2023-01-02T08:38:30,48.861215,2.345551,14.78,start
SCOOTER_015,2023-01-02T08:38:45,48.882348,2.388993,32.27,stop
SCOOTER_025,2023-01-02T08:39:00,48.882317,2.376029,69.2,stop
SCOOTER_019,2023-01-02T08:39:15,48.872293,2.369672,72.37,start
SCOOTER_024,2023-01-02T08:39:30,48.889788,2.382454,63.49,idle
SCOOTER_029,2023-01-02T08:39:45,48.880914,2.349721,41.84,start
SCOOTER_034,2023-01-02T08:40:00,48.873053,2.387286,14.73,stop
SCOOTER_048,2023-01-02T08:40:15,48.890256,2.361347,82.75,start
SCOOTER_036,2023-01-02T08:40:30,48.856335,2.377733,91.55,idle
SCOOTER_001,2023-01-02T08:40:45,48.888024,2.376868,12.54,stop
SCOOTER_021,2023-01-02T08:41:00,48.851185,2.384643,45.93,stop
SCOOTER_035,2023-01-02T08:41:15,48.856738,2.370527,68.01,stop
SCOOTER_034,2023-01-02T08:41:30,48.891483,2.386835,90.43,idle
SCOOTER_024,2023-01-02T08:41:45,48.897736,2.362206,21.19,idle
SCOOTER_014,2023-01-02T08:42:00,48.85907,2.348349,49.7,start
SCOOTER_047,2023-01-02T08:42:15,48.87491,2.341285,52.19,start
SCOOTER_030,2023-01-02T08:42:30,48.868894,2.359592,16.62,stop
SCOOTER_013,2023-01-02T08:42:45,48.861231,2.382621,40.75,idle
SCOOTER_029,2023-01-02T08:43:00,48.869003,2.369841,88.15,start
SCOOTER_047,2023-01-02T08:43:15,48.853927,2.356228,73.3,stop
SCOOTER_032,2023-01-02T08:43:30,48.880414,2.34767,93.64,idle
SCOOTER_024,2023-01-02T08:43:45,48.872757,2.38942,54.1,idle
SCOOTER_033,2023-01-02T08:44:00,48.884649,2.344483,51.39,start
SCOOTER_036,2023-01-02T08:44:15,48.894426,2.378665,34.82,stop
